comments,cleaned_comments,sentiment,sentiment_label
Wilayah propinsi Nangroe Aceh Darussalam adalah masih dalam persemakmuran kerajaan Mataram karena kurang lebih pada tahun 1918 Masehi kerajaan samudera pasai kalah perang dengan kerajaan Mataram sehingga status wilayah propinsi Nangroe Aceh Darussalam masih dalam persemakmuran kerajaan Mataram kemudian menuju ke keraton Ngayogyakarta Hadiningrat sampai sekarang tahun 2025 Masehi,wilayah propinsi nangroe aceh darussalam makmur raja mataram masehi raja samudera pasai kalah perang raja mataram status wilayah propinsi nangroe aceh darussalam makmur raja mataram keraton ngayogyakarta hadiningrat masehi,LABEL_1,1
PERANG AJA. JGN CUMA OMON OMON.,perang jgn omon omon,LABEL_2,0
"Gimana.malaydesh.membantubencana.di.ace.sementara.malaydesh.krisis.beras.rakyatnya.
Saja.menerit.kelaparan...........",gimanamalaydeshmembantubencanadiacesementaramalaydeshkrisisberasrakyatnya sajameneritkelaparan,LABEL_1,1
"Lucunya negara indo adalah setiap bantuan dan bangunan yg diberikan oleh pemerintah kolonial penjajah selama ini dgn maksud setiap wilayah jangan merdeka, ini artinya rayuan, sifatnya meray, pola pikirnya merayu rakyat supaya tetap di dlm negara indo, ini pikiran goblok, bodoh, dungu, tolol, free Aceh 👍🇹🇷🇹🇷🇲🇾🇲🇾🇹🇷🇹🇷🇲🇾🇲🇾💪🔥❤🙏🏻👍",lucu negara indo bantu bangun perintah kolonial jajah dgn maksud wilayah merdeka rayu sifat meray pola pikir rayu rakyat dlm negara indo pikir goblok bodoh dungu tolol free aceh,LABEL_2,0
"Hahaha..... Aceh merdeka tdk ada kaitan dgn bantuan sosial, pembangunan dari kolonial penjajah indo kumuh, hak merdeka adalah hak fundamental sesuai UUD 1945  dan hukum internasional yg telah diratifikasi oleh hukum dan uud 1945,  lebih baik bergabung dgn Malaysia dari pada indo kumuh, keruk SDA Aceh nilai lebih Besar dari pada indo bantu dan bangun Aceh sangat tdk sebanding,Free Aceh, free Riau, free RMS, free west papua, 👍🇹🇷🇲🇾🇨🇺🇹🇷🇲🇾🇨🇺💪🔥❤🙏🏻👍",hahaha aceh merdeka tdk kait dgn bantu sosial bangun kolonial jajah indo kumuh hak merdeka hak fundamental sesuai uud hukum internasional ratifikasi hukum uud gabung dgn malaysia indo kumuh keruk sda aceh nilai indo bantu bangun aceh tdk sebandingfree aceh free riau free rms free west papua,LABEL_2,0
Ace kaum pemberontak hak2  rakyatnya sendiri di rampas.sekarang kaum pemberontak lgbt dg kaum sodom .,ace kaum berontak hak rakyat rampassekarang kaum berontak lgbt kaum sodom,LABEL_2,0
Tampar mulut malaysiaitu,tampar mulut malaysiaitu,LABEL_2,0
Alloh yng membalas  bencana orang gak mau di aturmenangnya sendiri biarkan saja.kalau ingin merdeka sendiri  orang apa tidak ber pikir salah bnarnya,alloh yng balas bencana orang aturmenangnya biar sajakalau merdeka orang ber pikir salah bnarnya,LABEL_2,0
"klu rakyatnya Aceh mau ikut jejak malaysia  silakan pindah ke sana , Aceh tetap tanah Indonesia. banyak 2lah rakyat Aceh bersyukur",klu rakyat aceh jejak malaysia sila pindah aceh tanah indonesia rakyat aceh syukur,LABEL_1,1
Biarkan saja pk presiden aceh ikut makaisia,biar presiden aceh makaisia,LABEL_1,1
Jangan bantu aceh coba bisa malaisia bisa bntu,bantu aceh coba malaisia bntu,LABEL_1,1
Katanya setambi mekah aceh tapi orangya.sama dengan pemberontak,tambi mekah aceh orangyasama berontak,LABEL_1,1
"Malaysia mau cari masalah dengan Indonesia?
Malaysia akan hancur lebur",malaysia cari indonesia malaysia hancur lebur,LABEL_2,0
Biarkan saja Aceh merdeka setiap bencana puluhan terliyun di grontolkan dari pusat ? Rakyat seharusnya bertrima kasih 2 x musibah bencana Aceh dari Bpk gubernur Jawa barat bantuan bantuan logistik sangat besar propinsi Aceh maunya di bantu  dan TDK pernah membantu,biar aceh merdeka bencana puluh terliyun grontolkan pusat rakyat bertrima kasih musibah bencana aceh bpk gubernur jawa barat bantu bantu logistik propinsi aceh mau bantu tdk bantu,LABEL_2,0
"Malaysia itu Warisan Kolonial, Mulutnya dari dahulu tetap Mulut Kolonial. !  Sudah ber X² Sikat Saja Yang Namanya Kolonial itu Ya tetap Otak Penjajah. !",malaysia waris kolonial mulut mulut kolonial ber sikat nama kolonial otak jajah,LABEL_2,0
Nkri  lagi banyak bencana2  .wowo mau main perang2an😕,nkri bencana wowo main perang,LABEL_2,0
Tak tau bersyukur...teguran di beri allah bknnya sadar malah mau cari ribut lg..ssdar tau dirilah,tau bersyukurteguran allah bknnya sadar cari ribut lgssdar tau diri,LABEL_2,0
Kerusakan di p Sumatra dan Kalimantan banyak dari malaydesh. Ngapain gabung kedlaydesh padahal sebentar LG hancur jadi jajahan AS.,rusa sumatra kalimantan malaydesh ngapain gabung kedlaydesh sebentar hancur jajah,LABEL_2,0
Malaysia itu penipu omong nya halu saja 🙏🙏,malaysia tipu omong halu,LABEL_2,0
maka azab akan  terus turun ke aceh lihat saja,azab turun aceh lihat,LABEL_2,0
Ganyang Malaysia....kita pun warga sipil siap perang dgn Malaysia si penghianat asean,ganyang malaysiakita warga sipil perang dgn malaysia penghianat asean,LABEL_2,0
Aceh...Merengek..tak Tak Tau Malau..katanya ..?..Kilang Kilang Minyak..dll nya. Dikuras sampai kering ..itu bukan sama Aceh....!,acehmerengektak tau malaukatanya kilang kilang minyakdll kuras kering aceh,LABEL_1,1
Orang di jawa tidak kebagian uang hasil pembabatan hutan di Aceh !!!!,orang jawa bagi uang hasil babat hutan aceh,LABEL_1,1
Sekalian malaysia perang sekalian dengan lndonesia agar sekalian ramai. !!!,malaysia perang lndonesia ramai,LABEL_2,0
"Dari dulu kami minta  pk presiden tolong tetangga sebelah kasih pelajaran GANYANG MALAYSIA !!!!""",presiden tolong tetangga belah kasih ajar ganyang malaysia,LABEL_2,0
Sudah dari pada memberontak melalui media terus terusan  mending Aceh perang lagi saja  dengan lndonesia ....agar Aceh bisa mengalahkan lndonesia !!!  Sebab selama ini Aceh selalu menantang negara lndonesia !!! ....tapi perang nya harus sampai habis habisan agar siapa yang menang dan siapa yang kalah ketahuan dan harus mengakui yang menang...  kalau lndonesia yang kalah biar lndonesia di kuasai Aceh ...kalau Aceh yang kalah biar Aceh dikuasai lndonesia !!!!  Perjanjian mah bisa di batalkan !!!!....biar adil....,berontak media terus mending aceh perang lndonesia aceh kalah lndonesia aceh tantang negara lndonesia perang habis habis menang kalah tahu aku menang lndonesia kalah biar lndonesia kuasa aceh aceh kalah biar aceh asai lndonesia janji mah batal biar adil,LABEL_2,0
Anjingdon CAKAP Besar..asil aceh dah di curi semua...di persila kan perang Aceh dan Malaysia..kami warga Aceh dan Malaysia tunggu...🤪🤪🤪🤪🤪,anjingdon cakap besarasil aceh curi semuadi sila perang aceh malaysiakami warga aceh malaysia tunggu,LABEL_2,0
Sebaiknya tangkap dan musnahkan dan jangan bersikap lembek dan kalau perlu tiru Thailand serang Malaysia invasi sekalian negara bnyk hutang sok jago,tangkap musnah sikap lembek tiru thailand serang malaysia invasi negara bnyk hutang sok jago,LABEL_2,0
Bahaya channel ni menabur fitnah dan menghasut kebencian..jika PM Malaysia memberi pandangan bagi saya itu pandangan peribadi dia dan tidak mewakili suara rakyat Malaysia..kami juga tidak suka cara beliau berbicara..kami rakyat Malaysia menghormati semua rakyat indonesia tidak kira yang ada di Malaysia atau di Indonesia..kita semua serumpun dan jangan sebarkan kebencian,bahaya channel tabur fitnah hasut kebencianjika malaysia pandang pandang peribadi wakil suara rakyat malaysiakami suka beliau berbicarakami rakyat malaysia hormat rakyat indonesia malaysia indonesiakita serum sebar benci,LABEL_2,0
Aceh klo ingin masuk malaisia segera aceh dihancurkan bersama  malesia,aceh klo masuk malaisia aceh hancur malesia,LABEL_2,0
rakyat semua siap bantu tni gempur malaysia dan gam,rakyat bantu tni gempur malaysia gam,LABEL_1,1
Malingsia 😂😂😂😂,malingsia,LABEL_2,0
"Sy dari dulu udah geram sekali sama malingsia,,,mau perang ayo sedikitpun GK bakalan mundur,,,,,dasar penghasut,,,",geram malingsiamau perang ayo sedikit mundurdasar hasut,LABEL_2,0
Tidak ada kompromi buat Aceh dan Malaysia,kompromi aceh malaysia,LABEL_1,1
Saya ingat malaysia tidak ada hubunganya dgn aceh. Ttpi justru Acehlah yg menghianati indo dgn menyanjung dan mengibarkan malay di aceh,malaysia hubunganya dgn aceh ttpi acehlah menghianati indo dgn sanjung kibar malay aceh,LABEL_0,2
Kebodohan orang Malingsial yang maudibohongi ANwar😅,bodoh orang malingsial maudibohongi anwar,LABEL_2,0
Sikat Penghianat dari tubuh dan wilayah NKRI. Ayo Pak Prabowo tunjukkan dedikasi dan kekuasaanmu di Indonesia .Penghianat wajib di perangi,sikat penghianat tubuh wilayah nkri ayo prabowo tunjuk dedikasi kuasa indonesia penghianat rang,LABEL_2,0
Aceh ni merasa Aceh Uda hebat  apa yg di hebatkan tenggelam kalian karna munafik.,aceh aceh uda hebat hebat tenggelam munafik,LABEL_2,0
Ah  bujer jakarta jg lo.,bujer jakarta,LABEL_1,1
Aceh kan produksi. Ganja. Terbesar di dunia,aceh produksi ganja besar dunia,LABEL_1,1
Sudah perang perang lah idonesa dan malasia kapan saja  aku tunggu kok mau Abil tanah  idonesa lajot,perang perang idonesa malasia tunggu abil tanah idonesa lajot,LABEL_2,0
Kebiasaan Indonesialan negara mundur cuma bisa omong kosong terus walau bunyi nya mendonia bangat tapi ternyata cuma kayak tin kosong bunyi bingit bila di ketuk tapi dalam nya cuma kosong gak ada apa² nya itu lah Indon waduhhhh parah melucukan nkri harga tin kosong omong² kosong,biasa indonesialan negara mundur omong kosong bunyi mendonia bangat tin kosong bunyi bingit ketuk kosong indon waduhhhh parah lucu nkri harga tin kosong omong kosong,LABEL_2,0
"Malaysia negara sok kaya terhadap Indonesia, padahal gedung tertinggi di Malaysia punya orang Indonesia 🤣🤣🤣",malaysia negara sok kaya indonesia gedung tinggi malaysia orang indonesia,LABEL_2,0
Ayooo Islam lawan Islam. Kadrun lawan kadrun. Lepaskanlah Aceh itu merdeka.,ayooo islam lawan islam kadrun lawan kadrun lepas aceh merdeka,LABEL_2,0
GAM INTROPEKSI DIRI PEMERINTAH INDONESIA SUDAH SUSAH PAYAH BANTU RAKYAT ACEH GAK TAU TERIMA KASIH.. BUAT MALAYDESS PROVOKATOR BELUM DIRUDAL BELUM MEWEK & KAPOKKK,gam intropeksi perintah indonesia susah payah bantu rakyat aceh tau terima kasih malaydess provokator rudal mewek kapokkk,LABEL_2,0
Klu rakyat indonesia mau makmur s3jahtera presiden prabowo cari mentri dsb yg benar2 pro rakyat bukan yg mementingkan pribadi kelompok atau golongan tegakkan hukum seadil2nya tindak tegas yg melanggar......aturan,klu rakyat indonesia makmur sjahtera presiden prabowo cari tri dsb pro rakyat penting pribadi kelompok golong tegak hukum adil tindak melanggaraturan,LABEL_2,0
"Indonesia harus tegas .hapus gam SE cepat ya  .putus di plomatik sama malaisia ..,..indo harus tegas gaperlu di rudingkan lagi!!!!!",indonesia hapus gam cepat putus plomatik malaisia indo gaperlu rudingkan,LABEL_2,0
"Kami rakyat Indonesia siap menerima Sabah dan serawak, untuk bergabung ke Indonesia",rakyat indonesia terima sabah serawak gabung indonesia,LABEL_1,1
Ayo pak prabowo ganyang aja malaysia biar habis negaranya karna suka usil dari dulu ma indonesia,ayo prabowo ganyang malaysia biar habis negara suka usil indonesia,LABEL_2,0
Ganyang aja malaysia yg suka usil ama indonesia,ganyang malaysia suka usil ama indonesia,LABEL_2,0
"Gubernurnya berkepala dua itu,",gubernur kepala,LABEL_1,1
Segala kekuatan militer yang ada TNI ratakan Malaysia,kuat militer tni rata malaysia,LABEL_0,2
"Serambi mekah ,sadaaarrr sadaaarrr kurangnya Bersyukuuuur",serambi mekah sadaaarrr sadaaarrr bersyukuuuur,LABEL_0,2
"Perang saja Malaysia itu Klau tidak perang di mana harga di ri pemerintah Indonesia, ini maruwah Negara.",perang malaysia klau perang harga perintah indonesia maruwah negara,LABEL_2,0
"Malaysia rupanya ingin mengulangi sejarah revolusi jaman orde lama presiden RI,1, yang mana dulu presiden RI 1 murka terhadap Malaysia yang telah berkhianat atas perjanjian kesepakatan yang telah di setujui oleh kedua pihak,
Kalau tidak ada gegara pemberontakan G30S PKI mungkin Malaysia hancur binasa oleh tentara RI, di bawah pimpinan presiden RI 1,😮",malaysia ulang sejarah revolusi jaman orde presiden presiden murka malaysia khianat janji sepakat tuju gegara ronta pki malaysia hancur binasa tentara pimpin presiden,LABEL_2,0
Pak Presiden ... Sikat aja Malaysia yang suka ikut campur urusan negara lain,presiden sikat malaysia suka campur urus negara,LABEL_2,0
Omon omon doang😂😂😂,omon omon doang,LABEL_2,0
AKU HARAMKAN MALAYSIA DAN INDONISIA BERPERANG,haram malaysia indonisia perang,LABEL_2,0
Gubernur macam gitu ngga tegas....mantan GAM sih,gubernur tegasmantan gam,LABEL_1,1
Malaysia knp sllu saja usil ganggu indonesia .. apa apa di klaim punya dia...,malaysia knp sllu usil ganggu indonesia klaim,LABEL_2,0
Sikat GAM SUDAH....,sikat gam,LABEL_2,0
"Sudah sikat kita siap perang bahkan rakyat pun yakin mendukung sia ganyang MALAYDESH MAUPUN ACEH BILA MEMANG MEREKA punya mau....
Pak Prabowo harus punya tekad seperti cucu STALIN....biar lebih bisa dirasakan mereka .akibatnya",sikat perang rakyat dukung sia ganyang malaydesh aceh prabowo tekad cucu stalinbiar rasa akibat,LABEL_2,0
"Halo Malaysia,tolong hentikan propokator pada Aceh ya...? Kalian negara kecil berlagak kuat . Gak sadar kalian .",halo malaysiatolong henti propokator aceh negara lagak kuat sadar,LABEL_2,0
"P,anwar ibrshim,dgn kasus sodomi pa dah tuntas,,,,,damansara ,kl",panwar ibrshimdgn sodomi tuntasdamansara,LABEL_1,1
Indonesia rasuah,indonesia rasuah,LABEL_2,0
"Malaysia terbaik, Indonesia lambat bantuan Probowo terlalu lembik",malaysia baik indonesia lambat bantu probowo lembik,LABEL_2,0
kita satu rumpun org Indonesia sungguh maknur di Malaysia ❤,rumpun org indonesia sungguh maknur malaysia,LABEL_0,2
Seharusnya pemerinta RI.. Melayani apa yg di harap negara Malaysia itu untuk meminta daerah Aceh untuk bergabung ke negara Malaysia itu. Tapi harus berani perang dulu melawan negara Indonesia.bukanya asal ngomong se'enak jidad Anwar yg Gila itu Ayo perang dulu kalo berani...,pemerinta layan harap negara malaysia daerah aceh gabung negara malaysia berani perang lawan negara indonesiabukanya ngomong enak jidad anwar gila ayo perang berani,LABEL_2,0
Indonesia sangat gampang Malaysia ada nota bene berbatasan dengan Indonesia dan juga Rakyatnya ingin bergabung dengan Indonesia...gebrak saja untuk di masukan Wilayah Indonesia biar si Anwar Ibrahim mati konyol.,indonesia gampang malaysia nota bene batas indonesia rakyat gabung indonesiagebrak masuk wilayah indonesia biar anwar ibrahim mati konyol,LABEL_2,0
Malaisia penipu bogak,malaisia tipu bogak,LABEL_2,0
"Aceh harus introspeksi diri di hukum Allah dengan Tsunami, gempa bumi, dan banjir tapi sebagian Rakyatnya kaya Fir'aun dan Israel.",aceh introspeksi hukum allah tsunami gempa bumi banjir rakyat kaya firaun israel,LABEL_2,0
Saya rakyak jelata Jawa siap di rikrut jadi relawan tempur🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,rakyak jelata jawa rikrut rawan tempur,LABEL_2,0
"Ngotot mau merdeka, akan muncul sunami seri.3 yg lebih dahsyat, Minasa tanah aceh",ngotot merdeka muncul sunam seri dahsyat masa tanah aceh,LABEL_1,1
"Parah chenel adu domba ini ,giliran ada bntuan dr sesama muslim udh komentar aneh2,apa yg kalian bggakan dr neg Konoha ini maleng2 pejabat 😂😂😂😂",parah chenel adu domba gilir bntuan muslim komentar anehapa bggakan neg konoha maleng jabat,LABEL_2,0
Manusia butu makan dari pada perang Bos kecuali pejabatnya jujur tdk oernah membohongi Rakyat utama yg pensiunan selama ini dibohongi terus soal kenaikan gaji rapelan rakyat butuh makan,manusia butu makan perang bos kecuali jabat jujur tdk oernah bohong rakyat utama pensiun bohong naik gaji rapel rakyat butuh makan,LABEL_2,0
Gupernurnya ny mendukung Aceh merdeka.. ttp bantuan ke Aceh.,gupernurnya dukung aceh merdeka ttp bantu aceh,LABEL_1,1
Itu sama bodoh nya  saya ragu dengan agama ku sendiri iskam semua pengikutat nya kaya binatang kalo malaysia aceh gak di timpah musibah  saya gak lsgi percaya dengan alkah swt,bodoh ragu agama iskam pengikutat kaya binatang malaysia aceh timpah musibah lsgi percaya alkah swt,LABEL_2,0
"Nda ush koar koar,lebih baik perang duluh,jangan banyak ngomong, banyak ngomong itulah yg org meremehkan Indonesia,lebih baik hajar ajah duluh,",nda ush koar koarlebih perang duluhjangan ngomong ngomong org remeh indonesialebih hajar ajah duluh,LABEL_2,0
Maleysia lgi..... Provokator mau di adu domba...,maleysia lgi provokator adu domba,LABEL_2,0
Nggak usah serang Aceh.kita serang Malaysia saja apa susahnya mereka cuma banyak omong saja nyalinya ciut.coba kita test aja kekuatan Malaysia sama nggak dengan cakap besarnya NKRI harga mati!!!,nggak serang acehkita serang malaysia susah omong nyali ciutcoba test kuat malaysia nggak cakap besar nkri harga mati,LABEL_2,0
Mohon Prabowo pak presiden perkuat INDONESIA dengan persenjataan dan prajurit yg setia NKRI...yg handal dan terlatih..Ancaman bukan saja dari luar bahkan ada dari dalam Negeri sendiri...siap kan sekarang.,mohon prabowo presiden kuat indonesia senjata prajurit setia nkriyg handal terlatihancaman negeri sendirisiap,LABEL_0,2
Anwar Ibrahim ngurus negerinya sendiri saja di gadaikan ke USA beraninya mem provokator orang 2 Aceh untuk gabung malaydesh malingsia,anwar ibrahim ngurus negeri gadai usa berani mem provokator orang aceh gabung malaydesh malingsia,LABEL_2,0
Malaisiya tau indon tak kan berani.,malaisiya tau indon berani,LABEL_0,2
Udh enggak perlu Aceh di bantu lg,aceh bantu,LABEL_1,1
"Apa maunya mualem nih kecewa ke siapa itu kan cobaan bukan d buat,,dari negara itu ajab dari Allah ingat itu semua ada peringatan dari allah.bendera yg d kibarkan itu punya negara mna kok bulan bintang .itu cuma ada pemicu Aceh jgn sewena,,pikir dulu sebelum arogan.",mau mualem kecewa coba buatdari negara ajab allah ingat allahbendera kibar negara mna bintang picu aceh jgn sewenapikir arogan,LABEL_2,0
Aceh mo merdekaatau tidak itu hak dia kita ga usah pusing.,aceh merdekaatau hak pusing,LABEL_2,0
"Aceh bnyak gaya, Malaysia tu kaya karna ngerampok harta indonesia, sekarang malades LG panik GK bisa ngerampok LG setelah Prabowo presiden lihat 2 /3 THN kedepan  akan ambruk",aceh bnyak gaya malaysia kaya ngerampok harta indonesia malades panik ngerampok prabowo presiden lihat thn depan ambruk,LABEL_2,0
Beras aj sdh gak ada sok malaydes tong kosong nyaring bunyinya longor,beras sdh sok malaydes tong kosong nyaring bunyi longor,LABEL_2,0
"Ganti gubernur aceh!!, banyak rekayasa cengeng sekali jahanam!!!",ganti gubernur aceh rekayasa cengeng jahanam,LABEL_2,0
"Pak prabowo yang terhormat🙏🙏, jangan biarkan aceh merdeka!!,, perangi GAM, dan maleysia!!!",prabowo hormat biar aceh merdeka rang gam maleysia,LABEL_1,1
